gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
3952;3438260;-1.36838793754574;-48.4218978881822;CENTRO DE SAUDE DO COQUEIRO;ROD MARIO COVAS;01;COQUEIRO;;67145130.0;PA;Ananindeua;2016;5
3652;2615622;-1.3091111183166102;-47.9241228103624;USF MOACIR NOGUEIRA LIMA;TV MAXIMINO PORPINO;S/N;CARIRI;;68745000.0;PA;Castanhal;2016;5
3721;2678608;-2.12937601319444;-47.556174603612796;ESF JOSE SOARES DAMASCENO;RUA DO CAJUEIRO;S/N;VILA NOVA;;68658000.0;PA;Aurora do Pará;2016;5
3671;6813720;-2.9767262935637597;-47.341675758360395;U E S F MORADA DO SOL;PRACA MORADA DO SOL;001;MORADA DO SOL;;68625970.0;PA;Paragominas;2016;5
3982;2016273;-3.02375078201285;-60.0008225440962;UBS ARMANDO MENDES;RUA ARAGARCAS;S/N;CIDADE NOVA;(92)35812273;69090772.0;AM;Manaus;2016;5
3604;5583624;-12.134785652160302;-61.9480419158918;UNIDADE BASICA DE SAUDE LH P 44;LH P 44 KM 01;S/N;RURAL;(69) 364-1103;76952000.0;RO;Alto Alegre dos Parecis;2016;5
3621;2020564;1.12907052040097;-50.4717063903794;PM TARTA POSTO DE SAUDE SANTA ROSA;COMUNIDADE SANTA ROSA;S/N;SANTA ROSA;34221110;68990000.0;AP;Tartarugalzinho;2016;5
3972;2687968;-8.833889;-48.5118629;UNIDADE BASICA DE SAUDE JOSE COELHO DOS SANTOS GUARAI;AVENIDA TOCANTINS;S/N;CENTRO;(63)34642121;77700000.0;TO;Guaraí;2016;5
3771;2468123;-10.2528405189511;-47.88773059844829;CENTRO DE SAUDE DA COMUNIDADE MARIAZINHA RODRIGUES DA SILVA;RUA DONATO PEREIRA DA SILVA AI 32;S/N;BURITIRAMA;63 35331038;77090028.0;TO;Palmas;2016;5
3756;2001810;-10.0038027763364;-67.8190970420818;USF MARIA DE JESUS I;RUA BAGUARI;2381;TAQUARI;068-3221-3487;69900970.0;AC;Rio Branco;2016;5
3645;2320568;4.47525934021225;-61.147306347149296;UNIDADE DE REFERENCIA DE SAUDE DA FAMILIA;MONTE RORAIMA;S/N;VILA NOVA;;69345000.0;RR;Pacaraima;2016;5
3636;2018187;-3.10471057891837;-67.9447960853557;CENTRO DE SAUDE SANTO ANTONIO DO ICA;RUA CAPITAO RIBEIRO;190;CENTRO;(97)34611179;69680000.0;AM;Santo Antônio do Içá;2016;5
3663;2316595;-1.00441;-48.95735;POSTO DE SAUDE DE JAUACA;VIL DE JAUACA;S/N;JAUACA;;68840000.0;PA;Cachoeira do Arari;2016;5
3629;2677113;-2.5943720340727996;-49.5099949836717;UNIDADE DE SAUDE DA FAMILIA DA VILA MONTE ALEGRE;VILA MONTE ALEGRE;S/N;MONTE ALEGRE;(91)37961104;68420000.0;PA;Mocajuba;2016;5
3678;5132223;-1.0687851905822399;-47.3736691474901;USF VILA DA CURVA;VILA DA CURVA;S/N;ZONA RURAL;(91) 3856-3009;68730000.0;PA;Nova Timboteua;2016;5
3760;2330873;-3.8630783557890696;-50.4474592208848;UNIDADE DE SAUDE DA FAMILIA VILA ARATAU;AV TRANSAMAZONICA;S/N;CENTRO ARATAU;(91)7981140;68485000.0;PA;Pacajá;2016;5
3713;2615959;-7.81110653689927;-50.771578377513;UNIDADE DE SAUDE DA FAMILIA II MATA VERDE;COLONIA MATA VERDE;S/N;ZONA RURAL;94-3309-1266;68398000.0;PA;Cumaru do Norte;2016;5
3997;2337363;-1.37222886085506;-48.433313369749605;UNIDADE MUNICIPAL DE SAUDE DA CABANAGEM;RUA SAO PAULO;S/N;CABANAGEM;91 32483844;66035060.0;PA;Belém;2016;5
3655;2469162;-12.541172504424699;-49.926638603209;UNIDADE BASICA DE SAUDE DE SANDOLANDIA;RUA ACIOLI DA SILVA BARROS;S/N;CENTRO;(63)394-1120;77478000.0;TO;Sandolândia;2016;5
3639;2329670;-9.230124950408669;-50.2119398117051;ESTRATEGIA DE SAUDE DA FAMILIA SANTANA CONCEICAO PULGAS;AV PRINCIPAL;S/N;NOVA BARREIRA;;68560000.0;PA;Santana do Araguaia;2016;5
3973;3180867;-5.76305866241438;-64.3933153152447;UNIDADE BASICA DE SAUDE DA FOZ DO TAPAUA;ZONA RURAL;S/N;COMUNIDADE FOZ DO TA;33911475;69480000.0;AM;Tapauá;2016;5
4050;2360284;-10.8792328834531;-61.9453597068769;CENTRO DE SAUDE DA MULHER CECI CUNHA;RUA CLOVIS ARAIS;1424;CENTRO;(69)3416-4190;76900020.0;RO;Ji-Paraná;2016;5
4160;6027695;-1.6496229171752501;-47.3780035972581;USF SAO JOSE DO PATAUATEUA;COMUNIDADE SAO JOSE DO PATAUATEUA;S/N;ZONA RURAL;;68655000.0;PA;Irituia;2016;5
4275;2677016;-0.9808731079101279;-47.0377707481371;UNIDADE SAUDE DA FAMILIA DE CUMARU;VILA DE CUMARU;S/N;CENTRO;(91)38222091;68709000.0;PA;Quatipuru;2016;5
4343;7768478;-2.6311028999999997;-56.726985;UNIDADE BASICA DE SAUDE PAULO PEREIRA;ANTONIO CESAR DE CARVALHO;S/N;SANTA RITA DE CASSIA;;69151000.0;AM;Parintins;2016;5
4101;2652498;-1.60530209541316;-54.091207981108;UNIDADE DE SAUDE DA FAMILIA DO KM 11;RODOVIA PA 254;S/N;ZONA RURAL;;68220000.0;PA;Monte Alegre;2016;5
4182;2486768;-11.8768107891079;-48.839421272276404;UNIDADE DE SAUDE DA FAMILIA SAO JOSE;AVENIDA DOM ALANO;S/N;VILA SAO JOSE;(63)3562121;77460000.0;TO;Peixe;2016;5
4071;2012898;-3.02530646324149;-60.0132465362531;UBS FREI VALERIO DI CARLO;RUA RUFINO DE ELIZALDE;S/N;NOVO ISRAEL;(92)35813498;69039540.0;AM;Manaus;2016;5
4146;3382745;-9.81174588203402;-67.0942354202251;UNIDADE DE SAUDE DA FAMILIA CICERO BATISTA;BR 364 KM 90 RAMAL GRANADA KM 16;16;ZONA RURAL;6832351426;69945000.0;AC;Acrelândia;2016;5
4230;2317508;-1.6229617595672101;-47.4828243255601;UNIDADE BASICA DE SAUDE;RUA JUSTO CHERMONT;S/N;CENTRO;983295963;68660000.0;PA;São Miguel do Guamá;2016;5
4280;6687113;-3.46396565437307;-68.9559459686259;UNIDADE BASICA DE SAUDE DE SAO JOAO;RUA PRUDENTE DE MORAES;2844;SAO JOAO;9734311526;69600000.0;AM;São Paulo de Olivença;2016;5
4049;7022468;4.60140715550127;-60.161647796630895;UNIDADE BASICA DE SAUDE DAVID CAVALCANTE DE LIMA;CECI MOTA;S/N;VENEZUELA;;69358000.0;RR;Uiramutã;2016;5
4030;2013800;-3.1246022325088503;-59.940454065799706;UBS MAUAZINHO;AVENIDA ARICA;113;MAUAZINHO;(92)32155001;69075771.0;AM;Manaus;2016;5
4103;5925622;-2.2075009346007697;-47.022793292997896;P S BOM FUTURO;VILA BOM FUTURO;S/N;VILA;;68665000.0;PA;Garrafão do Norte;2016;5
4303;2658968;-13.041839999999999;-48.407309999999995;UNIDADE BASICA DE SAUDE SETOR BOM TEMPO;RUA C QD 10 LT 06;S/N;SETOR BOM TEMPO;(63)33861110;77365000.0;TO;Palmeirópolis;2016;5
4076;2468611;-10.793820619582801;-49.62410688400121;UNIDADE BASICA DE SAUDE 3 LAGOA DA CONFUSAO;AV JOAO MAXIMINO ALENCAR;S/N;CENTRO;(63) 33641656;77493000.0;TO;Lagoa da Confusão;2016;5
4210;7013337;2.82381767149849;-60.756711959838896;UNIDADE BASICA DE SAUDE JORGE ANDRE GURJAO VIEIRA;RUA CC 24;S/N;CONJUNTO CIDADAO;3625-2700;69301970.0;RR;Boa Vista;2016;5
4163;2486865;-11.451403998549399;-48.119954221752394;UNIDADE DE SAUDE DA FAMILIA DE SANTA ROSA DO TOCANTINS;RUA SATURNINO DE SENA FERREIRA;S/N;CENTRO;(63) 33881270;77375000.0;TO;Santa Rosa do Tocantins;2016;5
4126;5457505;0.8933794498443342;-51.0364937782273;PMFG UBS TRIUNFO DO ARAGUARI;TRIUNFO DO ARAGUARI;S/N;ZONA RURAL;;68915000.0;AP;Ferreira Gomes;2016;5
4128;2020467;1.5027558803557899;-50.91032266616671;PM TARTA UBS JOSE ALVES MEIRELES;RUA FELICIDADE;S/N;NOVO II;34221100;68990000.0;AP;Tartarugalzinho;2016;5
4367;2621673;-2.3463840569315297;-55.46799659729;CENTRO DE SAUDE DE PAISSANDU;LAGO GRANDE;S/N;LAGO GRANDE;(93)5232868;68005270.0;PA;Santarém;2016;5
4042;3717542;-1.28861904144283;-47.949142456053295;USF ELADIO DE MOURA MELO;RUA SANTA IZABEL;S/N;SANTA HELENA;;68745000.0;PA;Castanhal;2016;5
4602;2000369;-7.6393389701841;-72.6627588272074;UNIDADE DA SAUDE DA FAM JOSE MATHEUS ARNALDO DOS SANTOS;BR 364;S/N;MIRITIZAL;;69980000.0;AC;Cruzeiro do Sul;2016;5
4739;2330415;-3.20565951;-52.21437630520779;UNIDADE DE SAUDE DA FAMILIA APARECIDA;RUA ABEL FIGUEIREDO;S/N;APARECIDA;(93)35152297;68371970.0;PA;Altamira;2016;5
4567;2319039;-2.9971218109130002;-47.3791837692247;U E S F JADERLANDIA;R STO ANTONIO;S/N;JADERLANDIA;;68625970.0;PA;Paragominas;2016;5
4492;7191898;-4.26482943698848;-55.9898632764816;UNIDADE BASICA DE SAUDE BELA VISTA;TRAVESSA QUINZE DE AGOSTO;S/N;BELA VISTA;;68181000.0;PA;Itaituba;2016;5
4758;5086949;-10.358691215514801;-67.8131103515605;UNIDADE DE SAUDE DA FAMILIA DA ALCOBRAS;RAMAL DO BARRIGA;S/N;EST CAPIXABA;;69931000.0;AC;Capixaba;2016;5
4421;2676087;-1.4978631000000002;-46.9240981;CENTRO DE SAUDE DE SANTA LUZIA DO PARA;TV JOAO COELHO;S/N;CENTRO;;68644000.0;PA;Santa Luzia do Pará;2016;5
4586;2695219;-1.4010035991668301;-48.434815406797895;UNIDADE MUNICIPAL DE SAUDE DA MARAMBAIA;ROD AUGUSTO MONTENEGRO;S/N;MARAMBAIA;(91)3231-0035;66623590.0;PA;Belém;2016;5
4671;2013673;-3.2810538776068903;-60.1933881661307;UNIDADE BASICA DE SAUDE DA FAMILIA VITORIA MARIA P DE SOUZA;RODOVIA MANUEL URBANO;S/N;CENTRO;(92)33111110;69415000.0;AM;Iranduba;2016;5
4538;7559933;-1.39120663857676;-48.8696615777015;UNIDADE BASICA DE SAUDE DA FAMILIA DOM ANGELO MARIA RIVATO;RUA LAURO SODRE SODRE;001;CENTRO;37771104;68830000.0;PA;Ponta de Pedras;2016;5
4502;7325703;-2.04452503898222;-47.565106451511404;UNIDADE DE SAUDE DA FAMILIA POCIANO CISTO CARVALHO;RUA MAE DO RIO;S/N;SALES COSTA;;68675000.0;PA;Mãe do Rio;2016;5
4687;5981913;-9.06734758963628;-68.6566624045372;ESF MODULO II;AVENIDA AVELINO CHAVES;S/N;CENTRO;68 99949 7096;69940000.0;AC;Sena Madureira;2016;5
4526;7154992;-10.1909922496131;-48.327163513183606;CENTRO DE SAUDE DA COMUNIDADE LOIANE MORENO VIEIRA;210 SUL AL 07 APM 07;S/N;CENTRO;3218 5450;77020592.0;TO;Palmas;2016;5
29416;2495309;-10.873535871505402;-61.966366767881496;CENTRO DE SAUDE 2 DE ABRIL JIPARANA;RUA ANTONIO LAZARO DE MOURA;S/N;02 DE ABRIL;(69) 4164094;76900020.0;RO;Ji-Paraná;2016;5
4658;3583414;-3.0741808294566297;-57.16628551483149;POSTO DE SAUDE CELITA MENDES DA COSTA;DISTRITO DE PIRAI;S/N;ZONA RURAL;(92)35317381;69160000.0;AM;Barreirinha;2016;5
4579;6666531;-7.568957805633321;-49.7044444084153;ESTRATEGIA DE SAUDE DA FAMILIA SETOR BANANAL;AV 1 DE MAIO;4545;BANANAL;94 34321621;68543000.0;PA;Floresta do Araguaia;2016;5
4701;3868885;-9.42749261856052;-62.0076084136945;UBS UNIAO;AV GETULIO VARGAS;2270;CENTRO;;76868000.0;RO;Machadinho D'Oeste;2016;5
4577;3188167;-2.75190353393547;-66.7757391929607;UNIDADE BASICA DE SAUDE DA FAMILIA ANASTACIO RIBEIRO;RUA CICERO TUCHAUA;S/N;SANTO ANTONIO;;69660000.0;AM;Jutaí;2016;5
4800;2001233;-10.6617057323453;-68.5057425498943;UNIDADE DE SAUDE DA FAMILIA MAURO JOSE LIMA DE SOUZA;RUA PLACIDO DE CASTRO;S/N;BRAGA SOBRINHO;;69930000.0;AC;Xapuri;2016;5
4632;2678519;-4.00905752986818;-49.464649201836394;UNIDADE SAUDE DA FAMILIA DO NOVO HORIZONTE;AV PARANA;999;NOVO HORIZONTE;(94)3786-0788;68488000.0;PA;Breu Branco;2016;5
4637;2680335;-7.20321;-47.759009999999996;UNIDADE SAUDE DA FAMILIA PROF JOANA DARC BABACULANDIA;RUA SEBASTIAO DE SOUSA;S/N;SETOR DE AREIA;(63)4481261;77870000.0;TO;Babaçulândia;2016;5
4401;7520735;-1.0632941999999999;-46.770825200000004;UNIDADE DE SAUDE DA FAMILIA DO ALEGRE;RUA AUGUSTO MONTENEGRO;S/N;ALEGRE;;68600000.0;PA;Bragança;2016;5
4783;2676419;-0.6891989707946579;-47.3059701919542;USF COREMA;VILA DE COREMAS;S/N;CENTRO;(91)3851259;68721000.0;PA;Salinópolis;2016;5
4528;2467658;-7.19132893965495;-48.20870525185579;UBS DR FRANCISCO BARBOSA DE BRITO ARAGUAINA;RUA C;S/N;VILA ALIANCA;(63)34117011;77804970.0;TO;Araguaína;2016;5
4781;2319020;-3.01669120788565;-47.3566746711717;U E S F JARDIM ATLANTICO;R CARLOS CHAGAS;S/N;JARDIM ATLANTICO;;68625050.0;PA;Paragominas;2016;5
4509;6776698;-3.2810538776068903;-60.1933881661307;UNIDADE BASICA DE SAUDE DA FAMILIA ARTUR FREIRE DA CUNHA;AVENIDA POR DA LUA;100;NOVO AMANHECER;33671067;69415000.0;AM;Iranduba;2016;5
4589;2314533;-1.29320025444027;-48.16183090209821;CENTRO DE SAUDE DE SANTA IZABEL;RUA JOAO COELHO;1200;CENTRO;(91)37441235;68790000.0;PA;Santa Izabel do Pará;2016;5
4627;2312026;-0.8537364006042231;-47.923414707182395;CENTRO DE SAUDE ESPECIAL DE SAO JOAO DA PONTA;RODOVIA PA 375;421;CENTRO;38281141;68774000.0;PA;São João da Ponta;2016;5
4713;2476746;0.9371953935975559;-60.425060493981896;UNIDADE BASICA DE SAUDE ANTONIO CARLOS PEREIRA;AV 7 DE SETEMBRO;S/N;CENTRO;(95)2381926;69373000.0;RR;Rorainópolis;2016;5
4605;6309410;-4.150085449218629;-50.232388973234606;PSF GOV ALMIR GABRIEL DISTRITO DE MARACAJA;ROD TRANSAMAZONICA;212;ZONA RURAL;9437851311;68473000.0;PA;Novo Repartimento;2016;5
4646;6255809;-2.0600021800195;-47.5529935956001;UNIDADE DE SAUDE DA FAMILIA FRANCISCO FLOR FILHO;COMUNIDADE DA PONTE;S/N;ZONA RURAL;;68675000.0;PA;Mãe do Rio;2016;5
5102;3904083;-6.32563437602796;-47.4274129286927;UNIDADE BASICA DE SAUDE ANA VINA TOCANTINOPOLIS;RUA CHILE;2079;VILA MATILDE;(63) 3471-7022;77900000.0;TO;Tocantinópolis;2016;5
5155;2566605;2.79294133186332;-60.7416272163373;UNIDADE BASICA DE SAUDE SENADOR HELIO CAMPOS;RUA PEDRO ALDEMAR BANTI;28;SENADOR HELIO CAMPOS;(95) 3621-6056;69301970.0;RR;Boa Vista;2016;5
5023;2492512;-10.330165914494302;-48.291157539367596;CENTRO DE SAUDE DA COMUNIDADE SANTA FE;SANTA FE II APM 01;S/N;VALE DO SOL AV TAQUA;6XX6332185466;77066046.0;TO;Palmas;2016;5
4842;2331845;-1.8880000000000001;-55.117;CENTRO DE SAUDE DE CURUA DR ALMIR GABRIEL;AV 07 DE SETEMBRO;S/N;PLANALTO;(93) 35631259;68210000.0;PA;Curuá;2016;5
5139;2319918;2.7496933937072003;-61.1898350715619;POSTO DE SAUDE VILA SAO SILVESTRE;RUA PRINCIPAL;S/N;CENTRO;;69350000.0;RR;Alto Alegre;2016;5
5148;2012871;-3.11565399169913;-59.987668991087105;UBS LOURENCO BORGHI;RUA CARLOS FILGUEIRAS;S/N;JAPIIM;(92)36111978;69078480.0;AM;Manaus;2016;5
4863;2676958;-0.991687774658174;-47.2109341621385;ESF JABURU;VILA DO JABURU;S/N;CENTRO;(91) 34811444;68707000.0;PA;Primavera;2016;5
5115;6575005;-1.7523837089538101;-47.692615985869;USF SAO JOAQUIM KM 13 PA 127;COMUNIDADE SAO JOAQUIM KM 13 PA 127;S/N;ZONA RURAL;;68635000.0;PA;São Domingos do Capim;2016;5
4823;2331993;-1.75851267583776;-55.8654516935349;CENTRO DE SAUDE NOSSA SENHORA DAS GRACAS;TRAV SANTA LUZIA;1535;NOSSA SRA DAS GRACAS;93 3544-2322;68270000.0;PA;Oriximiná;2016;5
5057;7114842;-1.9471824013206203;-50.8097290992737;UNIDADE SAUDE DA FAMILIA CASTANHEIRA;RUA 1 DE JANEIRO;S/N;CASTANHEIRA;;68480000.0;PA;Portel;2016;5
4809;2314673;-1.2029385566711102;-47.18954086303571;UNIDADE DE SAUDE DA FAMILIA MARIA ROSA BATISTA DE SOUZA;RUA BARAO DE CAPANEMA;S/N;AREIA BRANCA;(91)04622631;68700005.0;PA;Capanema;2016;5
4804;2021633;0.6896558018284;-51.43634594726561;PMPG PS DO MUNGUBA;RODOVIA PERIMETRAL NORTE KM 162;S/N;ZONA RURAL;(96) 2341204;68997000.0;AP;Porto Grande;2016;5
4858;6960936;-1.9154405593871497;-55.5146455764754;UNIDADE DE SAUDE ZURAIA CONTI GALATI;RUA ALMIRANTE BARROSO;S/N;CENTRO;;68250000.0;PA;Óbidos;2016;5
4893;4005570;-1.7242400000000002;-48.88988;UNIDADE SAUDE DA FAMILIA PONTILHAO;PA 151 KM 15;123;ZONA RURAL;;68440000.0;PA;Abaetetuba;2016;5
4899;2468301;-9.96848646570169;-47.6681483922167;UNIDADE BASICA DE SAUDE DE NOVO ACORDO;AVENIDA DO CAIS;735;CENTRO;(6333691283;77610000.0;TO;Novo Acordo;2016;5
4959;7138164;-10.2119417512532;-48.3172071533203;CENTRO DE SAUDE DA COMUNIDADE JOSE LUCIO DE CARVALHO;LAGO SUL APM 11 LT 03;S/N;LAGO SUL;3218 5453;77062141.0;TO;Palmas;2016;5
5135;2016230;-6.66697;-69.86514;UNIDADE BASICA DE SAUDE PADRE ANTONIO CREMER;RUA TEREZINHA;331;CENTRO;(92) 34811200;69880000.0;AM;Eirunepé;2016;5
5200;2615118;-2.9941904999999998;-47.3569615610518;U E S F URAIM II;RUA MENESTRITE;1;URAIM II;(91)30110058;68625970.0;PA;Paragominas;2016;5
4984;5377501;-7.8367944039735695;-50.0482755318998;UNI DE SAUDE DA FAMILIA I M DAS DORES BEZERRA PAU D ARCO;RUA DOIS;S/N;SETOR PARAISO;( 94 ) 3356 - 8255;68545000.0;PA;Pau D'Arco;2016;5
4906;7168748;-7.62422714087397;-72.8954887390137;USF WILSON BATISTA SIQUEIRA;RUA ANSELMO MAIA;205;SAO VIDAL;6833431126;69990000.0;AC;Mâncio Lima;2016;5
5521;2329611;-9.329424525;-50.344804321129;ESTRATEGIA DE SAUDE DA FAMILIA SAO JOSE;RUA ANTONIO A CARVALHO;S/N;EXPANSAO;(94)4311788;68560000.0;PA;Santana do Araguaia;2016;5
5360;2616564;-4.453164152438361;-49.1016957163811;PSF ALTO PARAISO;RUA ESPIRITO SANTO;S/N;ALTO PARAISO;;68590000.0;PA;Jacundá;2016;5
5378;2317184;-1.76563382148738;-47.17810392379621;USF VILA DE STA LUZIA;VILA DE STA LUZIA;S/N;VILA STA LUZIA;;68650000.0;PA;Capitão Poço;2016;5
5600;3007367;-9.070619344711039;-68.655538558958;UNIDADE BASICA DE SAUDE AGUINALDO NUNES DE OLIVEIRA;RUA ANTONIO NICACIO TEIXEIRA;S/N;PISTA;68 99918 3067;69940000.0;AC;Sena Madureira;2016;5
5453;2517272;-10.7604753971097;-65.3032708168011;PS DELTAS OLIVEIRA MATINS GUAJARA MIRIM;AV 8 DE DEZEMBRO;6117;JARDIM DAS ESMERALDA;;76850000.0;RO;Guajará-Mirim;2016;5
5568;7120680;-9.935346225227619;-67.8359208679199;USF ELPIDIO MOREIRA SOUZA;CONJUNTO SANTA MONICA;001;DEFESA CIVIL;68 3228 0173;69900460.0;AC;Rio Branco;2016;5
5422;2614243;-5.03775;-49.854729999999996;POSTO DE SAUDE DA FAMILIA;RUA B;S/N;BAIRRO NOVO;;68580000.0;PA;Itupiranga;2016;5
5477;2320894;2.47977223505342;-60.911518530621606;CENTRO DE SAUDE I MUCAJAI;RUA RUFINO DE SOUSA;S/N;CENTRO;;69340000.0;RR;Mucajaí;2016;5
5338;2316781;-2.155252995;-56.0949976884001;UNIDADE DE SAUDE DA FAMILIA DO MARACANA;TV RAIMUNDO EMIDIO SANTAREM;S/N;MARACANA;(93)35361257;68170000.0;PA;Juruti;2016;5
5321;2016575;-2.69330154164509;-59.704738094199;UNIDADE BASICA DE SAUDE MANOEL RUMAO;RODOVIA AM 010 KM 135;S/N;PROJETO IPORA;3328-1189;69117000.0;AM;Rio Preto da Eva;2016;5
5247;2016176;-3.3466672897337904;-64.7080779075604;CENTRO DE SAUDE IRMA ADONAI;RUA QUINTINO BOCAIUVA;467;CENTRO;;69550049.0;AM;Tefé;2016;5
5465;2619962;-1.5273388027647798;-52.57683508681271;UNIDADE DE SAUDE FAMILIA DE BURITIZAL;RUA ULISSES GUIMARAES;S/N;BURITIZAL;93-3737-1811;68230000.0;PA;Almeirim;2016;5
5515;5545145;-0.9441053867339809;-47.1242451667772;ESF LEITELANDIA;TRAVESSA ORIVAL RAYOL;S/N;LEITELANDIA;(91) 34811444;68707000.0;PA;Primavera;2016;5
5263;5553326;-3.7065285000000006;-53.73703105045939;CENTRO DE SAUDE DA FAMILIA JOSE IVO KOHNLEIN;RUA ANA MARIA DE JESUS;S/N;VILA BRASIL;;68140000.0;PA;Uruará;2016;5
5238;2328887;-1.3510589323491102;-48.4119380922318;U B S E REFERENCIA SECUNDARIA DR CARLOS G P DA SILVA;CONJUNTO C NOVA VIII WE 53;S/N;COQUEIRO;(91)2630779;67125000.0;PA;Ananindeua;2016;5
5449;2677180;-7.7268326282499;-55.205934047697404;UNIDADE DE SAUDE DA FAMILIA DA VILA ISOL;BR 163 KM 1000;S/N;ZONA RURAL;;68193000.0;PA;Novo Progresso;2016;5
5427;2012529;-8.758678436279041;-67.3874545097331;UNIDADE BASICA DE SAUDE JOSE BARROS LOPES;AV ALEXANDRE OLIVEIRA LIMA;S/N;MACAXEIRAL;;69850000.0;AM;Boca do Acre;2016;5
5366;2312646;-5.04180192947373;-50.604078769682395;PSF MANOEL MATIAS DISTRITO DE VITORIA DA CONQUISTA;TRAVESSA PRINCIPAL;S/N;ZONA RURAL;(94)37851150;68473000.0;PA;Novo Repartimento;2016;5
5497;3776700;-2.11061410938804;-56.663703918457;UNIDADE BASICA DE SAUDE DR IVALDO MORAES SOUZA;RUA CEL PINTO RIBEIRO;001;CENTRO;093 35571155;68280000.0;PA;Faro;2016;5
5510;3420833;-6.70688509941082;-50.1326107978806;UNIDADE DE SAUDE DA FAMILIA II;NOVA CANADA;S/N;NOVA CANADA;;68533000.0;PA;Água Azul do Norte;2016;5
5267;3321541;-2.6773944684689703;-59.52518434524529;UNIDADE BASICA DE SAUDE NOSSA SENHORA APARECIDA;RODOVIA AM 010 KM 102;S/N;ZONA RURAL;3328-1189;69117000.0;AM;Rio Preto da Eva;2016;5
5207;3602001;-2.80209302902214;-58.438360691068894;POSTO DE SAUDE DA FAMILIA JOANA DE QUEIROZ;ESTRADA DA VARZEA KM 57;S/N;COMUNIDADE;(92)5282010;69114000.0;AM;Silves;2016;5
5337;2329166;-5.583833456039269;-48.2004332542405;UNIDADE BASICA DE SAUDE SAO RAIMUNDO DO ARAGUAIA;RUA PRINCIPAL;200;CENTRO;;68521000.0;PA;Brejo Grande do Araguaia;2016;5
5878;2806630;-10.2088844776151;-63.8278198242169;CENTRO DE SAUDE DE BURITIS BURITIS;AVN PORTO VELHO;1590;SETOR 03;(69)32382490;76880000.0;RO;Buritis;2016;5
5627;2017547;-4.39622;-59.59461999999999;UNIDADE DE SAUDE DA FAMILIA ESF PE JORGE ALBERTINI;AV PREFEITO SILVIO LEITE;S/N;CRISTO REI;(92) 5121144;69200000.0;AM;Borba;2016;5
5791;7342160;-8.791;-63.701;UNIDADE BASICA DE SAUDE SANTA ISABEL PSF;RUA ANALIA;108;UNIAO;32301285;76860000.0;RO;Candeias do Jamari;2016;5
5827;5925428;-2.05811262130731;-47.0846772193895;P S MAMORANA;VILA MAMORANA;S/N;VILA;;68665000.0;PA;Garrafão do Norte;2016;5
5955;2616394;-2.0372557640075097;-47.750594615934894;ESF BERNARDO DE OLIVEIRA PANTOJA;VILA DE SANTANA DO CAPIM;S/N;ZONA RURAL;;68658000.0;PA;Aurora do Pará;2016;5
5993;2016087;-3.1077943;-59.9594772;UBS RURAL LAGO DO ARUMA;COMUNIDADE N SRA DA CONCEICAO LAGO DO ARUMA;0001;ZONA RURAL;(92)32451357;69075000.0;AM;Manaus;2016;5
5783;2708825;-3.1397;-58.42906;UNIDADE BASICA DE SAUDE JOSE RESK MAKLOUF;AV EDUARDO RIBEIRO;2280;CENTRO;(92)35216503;69100081.0;AM;Itacoatiara;2016;5
5850;7854;-1.05642557144162;-47.8801345825181;POSTO DE SAUDE HILARIO DOS REIS E SILVA;AGROVILA DE CAMPINAS;S/N;AGROVILA DE CAMPINAS;;68745000.0;PA;Castanhal;2016;5
5761;5020980;-2.69330154164509;-59.704738094199;UNIDADE BASICA DE SAUDE MANOEL RODRIGUES CASTELO;RODOVIA AM 010 KM 128 RAMAL DA MANAPOLIS KM 18;S/N;COMUNIDADE SANTA LUZ;092 3328-1189;69117000.0;AM;Rio Preto da Eva;2016;5
5880;2807386;-10.311677455901801;-62.745194435117796;EQUIPE DE PSF DA ZONA RURAL;LOTE 4 GLEBA 06 CUNHA DO MARECHAL;S/N;ZONA RURAL;;76889000.0;RO;Cacaulândia;2016;5
5968;5467713;-1.0015797615051;-47.5444078445421;UNIDADE DE SAUDE DA FAMILIA DO KM 17;PA 127 RODOVIA MARACANA IGARAPE ACU;14;KM 17;;68710000.0;PA;Maracanã;2016;5
5658;7429592;-2.7491635676368795;-49.7193785400391;UBS JORGE BENCHIMOL;TREVO PAMPELONIA;S/N;RURAL;37951156;68465000.0;PA;Baião;2016;5
5938;2337312;-1.456;-48.504;UNIDADE MUNICIPAL DE SAUDE DA SACRAMENTA;AVN SENADOR LEMOS;S/N;SACRAMENTA;(91)32336006;66010000.0;PA;Belém;2016;5
5900;7554982;-0.8073281999999999;-48.0083342;UBS DE GUARAJUBA;RUA PRINCIPAL;S/N;GUARAJUBA;;68774000.0;PA;São João da Ponta;2016;5
5802;2615606;-7.55870087237007;-49.6975784122373;ESTRATEGIA DE SAUDE DA FAMILIA VILA AMETISTA;AVENIDA DOS GARIMPEIROS;S/N;ZONA RURAL;(94) 4321047;68543000.0;PA;Floresta do Araguaia;2016;5
5901;2678667;-1.0565650463103902;-46.7665886878954;CENTRO DE SAUDE MUNICIPAL RUTH N BRAGANCA;AV NAZEAZENO FERREIRA;S/N;CENTRO;;68600000.0;PA;Bragança;2016;5
